"status","id","nome","categoria","subcategoria","subcategoria2","peso","altura","largura","comprimento","preco","destaque","descricao","imagens","nome_variacao_1","variacoes_1","nome_variacao_2","variacoes_2","caminho_origem","pasta_produto"
"ativo","1-1-4-001","Suporte para Escova Elétrica Oral-B iO","casa-organizacao","Banheiro","Suportes para Escova","109.52","7.2","6","21","16.9","","Tamanho aproximado: 21 cm x 6 cm x 7,2 cm","produtos/imagens/casa-organizacao/banheiro/suportes-para-escova/1-1-4-001-suporte-para-escova-eletrica-oral-b-io/1.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\1 BANHEIRO\4 SUPORTES PARA ESCOVA\001 SUPORTE PARA ESCOVA ELÉTRICA ORAL-B","1-1-4-001-suporte-para-escova-eletrica-oral-b-io"
"ativo","1-1-4-002","Suporte para Escova Super Mario","casa-organizacao","Banheiro","Suportes para Escova","157.21","12","6.5","20.5","19.9","","Tamanho aproximado: 20,5 cm x 6,5 cm x 12 cm","produtos/imagens/casa-organizacao/banheiro/suportes-para-escova/1-1-4-002-suporte-para-escova-super-mario/1.png","","","","","1 CASA & ORGANIZAÇÃO\1 BANHEIRO\4 SUPORTES PARA ESCOVA\002 SUPORTE PARA ESCOVA SUPER MARIO","1-1-4-002-suporte-para-escova-super-mario"
"ativo","1-1-4-003","Suporte para Escova Bloco","casa-organizacao","Banheiro","Suportes para Escova","107","12","6.4","7.9","15.9","","Tamanho aproximado: 7,9 cm x 6,4 cm x 12 cm","produtos/imagens/casa-organizacao/banheiro/suportes-para-escova/1-1-4-003-suporte-para-escova-bloco/1.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-escova/1-1-4-003-suporte-para-escova-bloco/2.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-escova/1-1-4-003-suporte-para-escova-bloco/3.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-escova/1-1-4-003-suporte-para-escova-bloco/4.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\1 BANHEIRO\4 SUPORTES PARA ESCOVA\003 SUPORTE PARA ESCOVA BLOCO","1-1-4-003-suporte-para-escova-bloco"
"ativo","1-1-5-001","Suporte para Toalha Arc","casa-organizacao","Banheiro","Suportes para Toalha","43.37","6.68","3.37","2.8","9.9","","Kit com 2 unidades Tamanho aproximado: 2,8 cm x 3,4 cm x 6,7 cm","produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-001-suporte-para-toalha-arc/1.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-001-suporte-para-toalha-arc/2.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-001-suporte-para-toalha-arc/3.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-001-suporte-para-toalha-arc/4.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-001-suporte-para-toalha-arc/5.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-001-suporte-para-toalha-arc/6.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\1 BANHEIRO\5 SUPORTES PARA TOALHA\001 SUPORTE PARA TOALHA ARC","1-1-5-001-suporte-para-toalha-arc"
"ativo","1-1-5-002","Suporte para Toalha Hook","casa-organizacao","Banheiro","Suportes para Toalha","23.73","6.48","2.76","2.16","9.9","","Kit com 2 unidades Tamanho aproximado: 2,2 cm x 2,8 cm x 6,5 cm","produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-002-suporte-para-toalha-hook/1.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-002-suporte-para-toalha-hook/2.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-002-suporte-para-toalha-hook/3.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-002-suporte-para-toalha-hook/4.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\1 BANHEIRO\5 SUPORTES PARA TOALHA\002 SUPORTE PARA TOALHA HOOK","1-1-5-002-suporte-para-toalha-hook"
"ativo","1-1-5-003","Suporte para Toalha Deep","casa-organizacao","Banheiro","Suportes para Toalha","31.63","6","2.56","2.3","9.9","","Kit com 2 unidades Tamanho aproximado: 2,3 cm x 2,6 cm x 6 cm","produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-003-suporte-para-toalha-deep/1.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-003-suporte-para-toalha-deep/2.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-003-suporte-para-toalha-deep/3.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-003-suporte-para-toalha-deep/4.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-003-suporte-para-toalha-deep/5.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-003-suporte-para-toalha-deep/6.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-003-suporte-para-toalha-deep/7.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\1 BANHEIRO\5 SUPORTES PARA TOALHA\003 SUPORTE PARA TOALHA DEEP","1-1-5-003-suporte-para-toalha-deep"
"ativo","1-1-5-004","Suporte para Toalha Block","casa-organizacao","Banheiro","Suportes para Toalha","68.92","7.35","3.7","3","9.9","","Kit com 2 unidades Tamanho aproximado: 3 cm x 3,7 cm x 7,4 cm","produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-004-suporte-para-toalha-block/1.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-004-suporte-para-toalha-block/2.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-004-suporte-para-toalha-block/3.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-004-suporte-para-toalha-block/4.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\1 BANHEIRO\5 SUPORTES PARA TOALHA\004 SUPORTE PARA TOALHA BLOCK","1-1-5-004-suporte-para-toalha-block"
"ativo","1-1-5-005","Suporte para Toalha Slide","casa-organizacao","Banheiro","Suportes para Toalha","39.49","6.6","2.98","2.8","9.9","","Kit com 2 unidades Tamanho aproximado: 2,8 cm x 3 cm x 6,6 cm","produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-005-suporte-para-toalha-slide/1.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-005-suporte-para-toalha-slide/2.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-005-suporte-para-toalha-slide/3.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-005-suporte-para-toalha-slide/4.png|produtos/imagens/casa-organizacao/banheiro/suportes-para-toalha/1-1-5-005-suporte-para-toalha-slide/5.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\1 BANHEIRO\5 SUPORTES PARA TOALHA\005 SUPORTE PARA TOALHA SLIDE","1-1-5-005-suporte-para-toalha-slide"
"ativo","1-2-1-001","Descanso de Copo Folha","casa-organizacao","Cozinha","Descansos de Copo","93.39","2.5","8.72","9.62","14.9","Destaque","Kit 4 descansos + base Tamanho aproximado: 9,62 cm x 8,72 cm x 0,5 cm","produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-001-descanso-de-copo-folha/1.png|produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-001-descanso-de-copo-folha/2.png|produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-001-descanso-de-copo-folha/3.png|produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-001-descanso-de-copo-folha/4.png","Cor da Base","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","Cor do Descanso","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","1 CASA & ORGANIZAÇÃO\2 COZINHA\1 DESCANSOS DE COPO\001 DESCANSO DE COPO FOLHA","1-2-1-001-descanso-de-copo-folha"
"ativo","1-2-1-002","Descanso de Copo Japandi","casa-organizacao","Cozinha","Descansos de Copo","117.38","3.5","10.2","10.2","14.9","","Kit 4 descansos + base Tamanho aproximado: 10,2 cm x 10,2 cm x 0,8 cm","produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-002-descanso-de-copo-japandi/1.png|produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-002-descanso-de-copo-japandi/2.png|produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-002-descanso-de-copo-japandi/3.png|produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-002-descanso-de-copo-japandi/4.png|produtos/imagens/casa-organizacao/cozinha/descansos-de-copo/1-2-1-002-descanso-de-copo-japandi/5.png","Cor da Base","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","Cor do Descanso","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","1 CASA & ORGANIZAÇÃO\2 COZINHA\1 DESCANSOS DE COPO\002 DESCANSO DE COPO JAPANDI","1-2-1-002-descanso-de-copo-japandi"
"ativo","1-2-2-001","Clipes","casa-organizacao","Cozinha","Utilidades","54.41","1","7.1","11","9.9","","Tamanho aproximado: 11 cm x 7,1 cm x 1 cm","produtos/imagens/casa-organizacao/cozinha/utilidades/1-2-2-001-clipes/1.png|produtos/imagens/casa-organizacao/cozinha/utilidades/1-2-2-001-clipes/2.webp","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo|Sortidas","Tamanho","P-14 und|M-10 und|G-8 und","1 CASA & ORGANIZAÇÃO\2 COZINHA\2 UTILIDADES\001 CLIP","1-2-2-001-clipes"
"ativo","1-3-1-001","Suporte para Celular","casa-organizacao","Escritório","Suportes para Celular","57.24","10.66","9.52","7.98","14.9","","Tamanho aproximado: 8 cm x 9,6 cm x 10,7 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-001-suporte-para-celular/1.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-001-suporte-para-celular/2.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-001-suporte-para-celular/3.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-001-suporte-para-celular/4.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-001-suporte-para-celular/5.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\1 SUPORTES PARA CELULAR\001 SUPORTE PARA CELULAR","1-3-1-001-suporte-para-celular"
"ativo","1-3-1-002","Suporte para iPhone (Magsafe)","casa-organizacao","Escritório","Suportes para Celular","58.29","12.24","8.59","8.6","14.9","","Tamanho aproximado: 8,6 cm x 8,6 cm x 12,3 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-002-suporte-para-iphone-magsafe/1.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-002-suporte-para-iphone-magsafe/2.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\1 SUPORTES PARA CELULAR\002 SUPORTE PARA IPHONE","1-3-1-002-suporte-para-iphone-magsafe"
"ativo","1-3-1-003","Suporte para iPhone e AirPods (Magsafe)","casa-organizacao","Escritório","Suportes para Celular","32.58","9.37","8.96","7.1","14.9","","Tamanho aproximado: 7,1 cm x 9 cm x 9,4 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-003-suporte-para-iphone-e-airpods-magsafe/1.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-003-suporte-para-iphone-e-airpods-magsafe/2.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-003-suporte-para-iphone-e-airpods-magsafe/3.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-003-suporte-para-iphone-e-airpods-magsafe/4.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-003-suporte-para-iphone-e-airpods-magsafe/5.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\1 SUPORTES PARA CELULAR\003 SUPORTE PARA IPHONE E AIRPODS","1-3-1-003-suporte-para-iphone-e-airpods-magsafe"
"ativo","1-3-1-004","Suporte para iPhone e AppleWatch (Magsafe)","casa-organizacao","Escritório","Suportes para Celular","64.41","14.09","10.58","7.1","14.9","","Tamanho aproximado: 7,1 cm x 10,6 cm x 14,1 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-004-suporte-para-iphone-e-applewatch-magsafe/1.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-004-suporte-para-iphone-e-applewatch-magsafe/2.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-004-suporte-para-iphone-e-applewatch-magsafe/3.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-004-suporte-para-iphone-e-applewatch-magsafe/4.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-004-suporte-para-iphone-e-applewatch-magsafe/5.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-celular/1-3-1-004-suporte-para-iphone-e-applewatch-magsafe/6.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\1 SUPORTES PARA CELULAR\004 SUPORTE PARA IPHONE E APPLE WATCH","1-3-1-004-suporte-para-iphone-e-applewatch-magsafe"
"ativo","1-3-2-001","Suporte para Fone","casa-organizacao","Escritório","Suportes para Fone","113.86","22","10","15","19.9","","Tamanho aproximado: 15 cm x 10 cm x 22 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-001-suporte-para-fone/1.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-001-suporte-para-fone/2.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-001-suporte-para-fone/3.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-001-suporte-para-fone/4.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\2 SUPORTES PARA FONE\001 SUPORTE PARA FONE","1-3-2-001-suporte-para-fone"
"ativo","1-3-2-002","Suporte para Fone Curvo","casa-organizacao","Escritório","Suportes para Fone","112.21","24.39","12.27","12","19.9","","Tamanho aproximado: 12 cm x 12,3 cm x 24,4 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-002-suporte-para-fone-curvo/1.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-002-suporte-para-fone-curvo/2.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-002-suporte-para-fone-curvo/3.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-002-suporte-para-fone-curvo/4.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-002-suporte-para-fone-curvo/5.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\2 SUPORTES PARA FONE\002 SUPORTE PARA FONE CURVO","1-3-2-002-suporte-para-fone-curvo"
"ativo","1-3-2-003","Suporte para Fone Modular","casa-organizacao","Escritório","Suportes para Fone","104.27","31","9.49","9.49","19.9","","Tamanho aproximado: 9,5 cm x 9,5 cm x 31 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-003-suporte-para-fone-modular/1.png","","","","","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\2 SUPORTES PARA FONE\003 SUPORTE PARA FONE MODULAR","1-3-2-003-suporte-para-fone-modular"
"ativo","1-3-2-004","Suporte para Fone Modular Favo de Mel","casa-organizacao","Escritório","Suportes para Fone","160.82","28","10","9.5","19.9","","Tamanho aproximado: 9,5 cm x 10 cm x 28 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-004-suporte-para-fone-modular-favo-de-mel/1.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-004-suporte-para-fone-modular-favo-de-mel/2.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-004-suporte-para-fone-modular-favo-de-mel/3.png","Cor da Base","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","Cor do Favo","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\2 SUPORTES PARA FONE\004 SUPORTE PARA FONE MODULAR FAVO DE MEL","1-3-2-004-suporte-para-fone-modular-favo-de-mel"
"ativo","1-3-2-005","Suporte para Fone Tentáculo","casa-organizacao","Escritório","Suportes para Fone","274.73","26","17.68","17.03","39.9","","Tamanho aproximado: 17,1 cm x 17,7 cm x 26 cm","produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-005-suporte-para-fone-tentaculo/1.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-005-suporte-para-fone-tentaculo/2.png|produtos/imagens/casa-organizacao/escritorio/suportes-para-fone/1-3-2-005-suporte-para-fone-tentaculo/3.png","Cor","Branco|Preto|Cinza|Amarelo|Azul|Verde|Vermelho|Rosa|Verde Jade|Dourado|Laranja|Roxo","","","1 CASA & ORGANIZAÇÃO\3 ESCRITÓRIO\2 SUPORTES PARA FONE\005 SUPORTE FONE TENTÁCULO","1-3-2-005-suporte-para-fone-tentaculo"
